SG,Top_Class,Formula,Source,ID,centered,natoms,nelectrons,dim,bandgap,directbandgap,metallicity,Z2,wcc
63,2.0,Sr3In4Pb,ICSD,415937,1.0,16.0,192.0,3.0,0.0,0.036,0.408,(1;110),0.0
63,2.0,SrIn2Pt,ICSD,410400,1.0,8.0,92.0,3.0,0.0,0.007,0.632,(1;000),0.0
63,2.0,SrIn2Pd,ICSD,410402,1.0,8.0,108.0,3.0,0.0,0.001,0.509,(1;000),0.0
63,2.0,Hf2Pt3,ICSD,190810,1.0,5.0,54.0,3.0,0.0,0.004,0.85,(0;111),0.0
63,2.0,SrNiGe2,ICSD,240343,1.0,8.0,56.0,3.0,0.0,0.002,0.634,(0;110),0.0
63,2.0,LaGa,ICSD,423623,1.0,4.0,32.0,3.0,0.0,0.008,0.299,(1;000),0.0
63,2.0,SrCd2Pd,ICSD,425494,1.0,8.0,104.0,3.0,0.0,0.013,0.642,(1;000),0.0
63,2.0,Ca4Ni4Ge3,ICSD,421432,1.0,22.0,184.0,3.0,0.0,0.001,0.887,(1;000),0.0
63,2.0,CaSi,ICSD,190659,1.0,4.0,28.0,1.0,0.0,0.007,0.172,(1;000),0.0
63,2.0,CaIn4Pd,ICSD,410890,1.0,12.0,160.0,3.0,0.0,0.01,0.814,(1;110),0.0
63,2.0,CaNiGe2,ICSD,240342,1.0,8.0,56.0,3.0,0.0,0.008,0.712,(0;110),0.0
63,2.0,Nb3B3C,ICSD,411622,1.0,14.0,104.0,3.0,0.0,0.012,0.523,(1;110),0.0
63,2.0,BePd3,ICSD,107610,1.0,8.0,116.0,3.0,0.0,0.005,0.685,(1;000),0.0
63,2.0,Ba3Sn5,ICSD,167166,1.0,16.0,200.0,1.0,0.0,0.007,0.366,(1;110),0.0
63,2.0,Ba3Ge5,ICSD,167163,1.0,16.0,100.0,1.0,0.0,0.004,0.405,(1;110),0.0
63,2.0,BaSb2Pd,ICSD,405111,1.0,8.0,76.0,3.0,0.0,0.005,0.512,(1;000),0.0
63,2.0,BaIn2Pt,ICSD,411228,1.0,8.0,92.0,3.0,0.0,0.036,0.481,(1;000),0.0
63,2.0,BaIn,ICSD,414228,1.0,8.0,92.0,1.0,0.0,0.011,0.25,(1;000),0.0
63,2.0,NaIn2Au,ICSD,107505,1.0,8.0,92.0,3.0,0.0,0.05,0.706,(1;000),0.0
63,2.0,BaAs2Pd,ICSD,405110,1.0,8.0,76.0,3.0,0.0,0.03,0.506,(1;000),0.0
63,2.0,Ba(AlSi)2,ICSD,153384,1.0,10.0,48.0,3.0,0.0,0.005,0.31,(1;110),0.0
63,2.0,LaAl,ICSD,54470,1.0,8.0,24.0,3.0,0.0,0.002,0.299,(1;110),0.0
63,4.0,Sr3Tl5,ICSD,380325,1.0,16.0,190.0,2.0,14.2151,0.0,1.0,(0;000),0.0
63,4.0,YSn2,ICSD,416771,1.0,6.0,78.0,3.0,0.0,0.0,0.768,(0;000),0.0
63,4.0,ScSiPt2,ICSD,420355,1.0,8.0,70.0,3.0,0.0,0.0,0.931,(0;110),0.0
63,4.0,TaTe5Pt,ICSD,71292,1.0,14.0,106.0,2.0,0.0,0.0,0.917,(0;110),0.0
63,4.0,ScZnPt,ICSD,424600,1.0,6.0,66.0,3.0,0.0,0.0,0.614,(0;110),0.0
63,4.0,Y3Si3Pd2,ICSD,35086,1.0,16.0,162.0,3.0,0.0,0.0,0.928,(0;110),0.0
63,4.0,ScZnPd,ICSD,424601,1.0,6.0,82.0,3.0,0.0,0.0,0.674,(0;110),0.0
63,4.0,SrNi5P3,ICSD,33914,1.0,18.0,150.0,3.0,0.0,0.0,0.951,(0;110),0.0
63,4.0,Sc3Si3Ni2,ICSD,65760,1.0,16.0,130.0,3.0,0.0,0.0,0.916,(0;000),0.0
63,4.0,TaNiTe5,ICSD,73314,1.0,14.0,106.0,2.0,0.0,0.0,0.918,(0;110),0.0
63,4.0,NbNiTe5,ICSD,73316,1.0,14.0,106.0,2.0,0.0,0.0,0.922,(0;110),0.0
63,4.0,NaSi6,ICSD,237248,1.0,14.0,66.0,3.0,0.0,0.0,0.792,(0;111),0.0
63,4.0,LaSn,ICSD,423421,1.0,4.0,34.0,3.0,0.0,0.0,0.738,(0;000),0.0
63,4.0,K4P3,ICSD,64625,1.0,14.0,102.0,1.0,0.0,0.0,0.967,(1;000),0.0
63,4.0,K3(PdO2)2,ICSD,245610,1.0,18.0,174.0,3.0,0.0,0.0,0.518,(0;000),0.0
63,4.0,K2SrIn7,ICSD,165188,1.0,20.0,238.0,3.0,0.0,0.0,0.85,(1;110),0.0
63,4.0,YIn2Ni,ICSD,413459,1.0,8.0,94.0,3.0,0.0,0.0,0.86,(0;000),0.0
63,4.0,SrIn2Ir,ICSD,410401,1.0,8.0,106.0,3.0,0.0,0.0,0.784,(0;110),0.0
63,4.0,HfSb,ICSD,107591,1.0,12.0,102.0,3.0,0.0,0.0,0.647,(1;000),0.0
63,4.0,Y3Ge4,ICSD,88105,1.0,14.0,98.0,3.0,0.0,0.0,0.868,(0;110),0.0
63,4.0,YGe3,ICSD,88075,1.0,8.0,46.0,3.0,0.0,0.0,0.736,(0;000),0.0
63,4.0,Y3Ge3Ru2,ICSD,425769,1.0,16.0,154.0,3.0,0.0,0.0,0.894,(1;110),0.0
63,4.0,YGa4Ni,ICSD,423074,1.0,12.0,146.0,3.0,0.0,0.0,0.909,(1;110),0.0
63,4.0,SrGa3Pd,ICSD,192026,1.0,10.0,134.0,3.0,0.0,0.0,0.698,(1;000),0.0
63,4.0,Ga2Ir,ICSD,413557,1.0,18.0,258.0,3.0,0.0,0.0,0.968,(1;000),0.0
63,4.0,Li2Ga,ICSD,100051,1.0,6.0,38.0,1.0,0.0,0.0,0.778,(1;110),0.0
63,4.0,RbFe2Te3,ICSD,81548,1.0,12.0,86.0,1.0,0.0,0.0,0.674,(0;000),0.0
63,4.0,RbFe2Se3,ICSD,81547,1.0,12.0,86.0,1.0,0.0,0.0,0.37,(0;000),0.0
63,4.0,KFe2Se3,ICSD,424672,1.0,12.0,86.0,1.0,0.0,0.0,0.658,(0;000),0.0
63,4.0,FePO4,ICSD,155065,1.0,12.0,74.0,3.0,0.0,0.0,0.546,(0;000),0.0
63,4.0,K2(CuTe)5,ICSD,71204,1.0,24.0,206.0,1.0,0.0,0.0,0.992,(1;000),0.0
63,4.0,CuO2,ICSD,54129,1.0,6.0,46.0,1.0,0.0,0.0,0.927,(0;110),0.0
63,4.0,K3(CuO2)2,ICSD,380487,1.0,18.0,146.0,3.0,0.0,0.0,0.638,(0;000),0.0
63,4.0,CuO2,ICSD,150913,1.0,6.0,46.0,1.0,0.0,0.0,0.927,(0;110),0.0
63,4.0,Zr2CuGe4,ICSD,84200,1.0,14.0,70.0,3.0,0.0,0.0,0.774,(0;110),0.0
63,4.0,CsFe2Se3,ICSD,187535,1.0,12.0,86.0,1.0,0.0,0.0,0.229,(0;000),0.0
63,4.0,CrCuO4,ICSD,183216,1.0,12.0,98.0,3.0,0.0,0.0,0.58,(0;000),0.0
63,4.0,Sc3Co2Si3,ICSD,41745,1.0,16.0,158.0,3.0,0.0,0.0,0.898,(1;000),0.0
63,4.0,Ca3Tl5,ICSD,380324,1.0,16.0,190.0,3.0,4.1527,0.0,1.0,(0;000),0.0
63,4.0,Ca3Ga5,ICSD,58894,1.0,16.0,190.0,3.0,0.0,0.0,0.935,(0;110),0.0
63,4.0,CaSn2Rh,ICSD,410775,1.0,8.0,110.0,3.0,0.0,0.0,0.887,(0;000),0.0
63,4.0,CaSn2Ir,ICSD,410773,1.0,8.0,110.0,3.0,0.0,0.0,0.845,(0;110),0.0
63,4.0,CaGa3Ni2,ICSD,58898,1.0,12.0,138.0,3.0,0.0,0.0,0.886,(0;110),0.0
63,4.0,CaGa,ICSD,260641,1.0,4.0,46.0,1.0,0.0,0.0,0.83,(0;000),0.0
63,4.0,Nb4B3C2,ICSD,411623,1.0,18.0,138.0,3.0,0.0,0.0,0.957,(0;110),0.0
63,4.0,CuCN2,ICSD,161460,1.0,8.0,50.0,3.0,0.0,0.0,0.436,(0;000),0.0
63,4.0,ZrBi,ICSD,409756,1.0,12.0,54.0,3.0,0.0,0.0,0.702,(1;110),0.0
63,4.0,Ba(RhPb2)3,ICSD,58669,1.0,20.0,290.0,3.0,0.0,0.0,0.94,(0;110),0.0
63,4.0,BaIn2Rh,ICSD,411232,1.0,8.0,106.0,3.0,0.0,0.0,0.869,(0;110),0.0
63,4.0,BaIn2Ir,ICSD,414434,1.0,8.0,106.0,3.0,0.0,0.0,0.789,(0;000),0.0
63,4.0,BaCuSn2,ICSD,58648,1.0,8.0,98.0,3.0,0.0,0.0,0.864,(1;000),0.0
63,4.0,MnB4O7,ICSD,391409,1.0,24.0,138.0,3.0,0.0,0.0,0.469,(0;000),0.0
63,4.0,CuB4O7,ICSD,391408,1.0,24.0,130.0,3.0,0.0,0.0,0.905,(0;110),0.0
63,4.0,CoB4O7,ICSD,420402,1.0,24.0,142.0,3.0,0.0,0.0,0.488,(0;110),0.0
63,4.0,SrNi5As3,ICSD,33915,1.0,18.0,150.0,3.0,0.0,0.0,0.962,(0;110),0.0
63,4.0,ScAl2Ni,ICSD,370012,1.0,8.0,54.0,3.0,0.0,0.0,0.852,(0;000),0.0
63,4.0,Ca2Ag7,ICSD,55510,1.0,18.0,194.0,3.0,0.0,0.0,0.958,(1;110),0.0
64,1.0,LaS,ICSD,77831,1.0,8.0,36.0,2.0,0.0,0.0,0.635,(1;000),0.0
64,1.0,Hf2Si4Ni3,ICSD,40442,1.0,18.0,140.0,3.0,0.0,0.007,0.61,(1;000),0.0
64,1.0,NiGe2,ICSD,90341,1.0,12.0,72.0,3.0,0.0,0.017,0.54,(0;110),0.0
64,1.0,CsCoO2,ICSD,424937,1.0,16.0,152.0,3.0,0.0,0.008,0.657,(0;110),0.0
64,1.0,Ca5(GaN2)2,ICSD,40372,1.0,22.0,192.0,1.0,0.0,0.007,0.018,(0;110),0.0
64,1.0,Ba2Cd3Bi4,ICSD,416445,1.0,18.0,232.0,3.0,0.0,0.023,0.679,(1;110),0.0
65,1.0,Y11In9Ni4,ICSD,167637,1.0,24.0,278.0,3.0,0.0,0.008,0.922,(0;001),0.0
65,1.0,YNiGe3,ICSD,60646,1.0,10.0,66.0,3.0,0.0,0.005,0.846,(1;001),0.0
65,1.0,Sr3Fe2O5,ICSD,261512,1.0,10.0,76.0,3.0,0.0,0.002,0.74,(0;110),0.0
65,2.0,YMg4Cu,ICSD,419475,1.0,24.0,248.0,1.0,0.0,0.003,0.949,(1;000),0.0
65,2.0,CoReO4,ICSD,72872,1.0,6.0,56.0,3.0,0.0,0.015,0.818,(1;001),0.0
65,2.0,CdHgSBr,ICSD,185392,1.0,16.0,148.0,3.0,0.0,0.002,0.764,(0;000),0.0
65,2.0,Zn5(BRh2)4,ICSD,417990,1.0,17.0,208.0,3.0,0.0,0.007,0.874,(1;000),0.0
67,2.0,Al2CuIr,ICSD,167666,1.0,8.0,68.0,3.0,0.0,0.032,0.244,(1;001),0.0
67,4.0,Ba2NaO,ICSD,411905,1.0,8.0,70.0,1.0,0.0,0.0,0.537,(0;001),0.0
69,1.0,Sr2LiGe3,ICSD,414574,1.0,12.0,70.0,1.0,0.0,0.008,0.514,(0;110),0.0
69,1.0,Sr2Cu2O3,ICSD,68676,1.0,7.0,60.0,1.0,0.0,0.011,0.885,(1;000),0.0
70,1.0,TiSi2,ICSD,1089,1.0,6.0,40.0,3.0,0.0,0.012,0.452,(1;000),0.0
70,1.0,Ba(GeRu)2,ICSD,77143,1.0,10.0,100.0,3.0,0.0,0.023,0.187,(1;111),0.0
70,1.0,Cr2B,ICSD,418163,1.0,12.0,124.0,3.0,0.0,0.007,0.56,(1;111),0.0
71,1.0,Sr(NiP)2,ICSD,85406,1.0,15.0,120.0,2.0,0.0,0.007,0.951,(1;111),0.0
71,1.0,Sr3(LiSb)4,ICSD,25307,1.0,11.0,62.0,1.0,0.0,0.03,0.181,(0;111),0.0
71,1.0,YGe2Ir,ICSD,76509,1.0,16.0,144.0,3.0,0.0,0.019,0.944,(0;000),0.0
71,1.0,Ca2CdPd2,ICSD,425471,1.0,5.0,68.0,3.0,0.0,0.029,0.632,(0;111),0.0
71,1.0,Ba3CdHg10,ICSD,290306,1.0,14.0,162.0,3.0,0.0,0.021,0.529,(0;111),0.0
71,1.0,Sr3(AlGe)2,ICSD,52617,1.0,7.0,44.0,1.0,0.0,0.011,0.612,(1;111),0.0
71,1.0,Ca3(AlGe)2,ICSD,52616,1.0,7.0,44.0,1.0,0.0,0.005,0.676,(0;111),0.0
71,1.0,Ba3(AlGe)2,ICSD,52612,1.0,7.0,44.0,1.0,0.0,0.026,0.465,(1;000),0.0
72,1.0,Y2Si5Ni3,ICSD,84206,1.0,20.0,144.0,3.0,0.0,0.017,0.369,(0;111),0.0
72,2.0,Ni(TePd)2,ICSD,416512,1.0,10.0,116.0,3.0,0.0,0.025,0.54,(1;111),0.0
72,2.0,Fe(PdSe)2,ICSD,416515,1.0,10.0,112.0,3.0,0.0,0.009,0.269,(1;111),0.0
72,4.0,Rb2MnTe2,ICSD,65460,1.0,10.0,90.0,1.0,0.0,0.0,0.275,(0;000),0.0
72,4.0,Rb2MnSe2,ICSD,65457,1.0,10.0,90.0,1.0,0.0,0.0,0.28,(0;100),0.0
72,4.0,Rb2MnS2,ICSD,65454,1.0,10.0,90.0,1.0,0.0,0.0,0.274,(1;001),0.0
72,4.0,K2MnTe2,ICSD,65459,1.0,10.0,90.0,1.0,0.0,0.0,0.27,(0;011),0.0
72,4.0,K2MnSe2,ICSD,65456,1.0,10.0,90.0,1.0,0.0,0.0,0.274,(0;100),0.0
72,4.0,K2MnS2,ICSD,65453,1.0,10.0,90.0,1.0,0.0,0.0,0.363,(0;100),0.0
72,4.0,Y2Ge5Ir3,ICSD,86503,1.0,20.0,186.0,3.0,0.0,0.001,0.569,(1;010),0.0
72,4.0,Mn5Ge2,ICSD,40462,1.0,14.0,166.0,3.0,0.0,0.0,0.631,(0;100),0.0
72,4.0,Li3FeN2,ICSD,68523,1.0,12.0,54.0,3.0,0.0,0.0,0.662,(0;011),0.0
72,4.0,Cs2Mn3Se4,ICSD,78932,1.0,18.0,174.0,2.0,0.0,0.0,0.651,(0;111),0.0
72,4.0,Cs2MnTe2,ICSD,65461,1.0,10.0,90.0,1.0,0.0,0.0,0.301,(1;001),0.0
72,4.0,Cs2MnSe2,ICSD,65458,1.0,10.0,90.0,1.0,0.0,0.0,0.325,(1;001),0.0
72,4.0,Cs2MnS2,ICSD,65455,1.0,10.0,90.0,1.0,0.0,0.0,0.342,(1;101),0.0
72,4.0,Rb2CoSe2,ICSD,67391,1.0,10.0,94.0,1.0,0.0,0.001,0.18,(0;000),0.0
72,4.0,Rb2CoS2,ICSD,67388,1.0,10.0,94.0,1.0,0.0,0.001,0.149,(0;000),0.0
72,4.0,Co(TePd)2,ICSD,416514,1.0,10.0,130.0,3.0,0.0,0.0,0.447,(1;001),0.0
72,4.0,Co(PdSe)2,ICSD,416513,1.0,10.0,130.0,3.0,0.0,0.0,0.515,(1;000),0.0
72,4.0,Na2CoS2,ICSD,67386,1.0,10.0,94.0,1.0,0.0,0.001,0.349,(0;000),0.0
72,4.0,K2CoSe2,ICSD,67390,1.0,10.0,94.0,1.0,0.0,0.001,0.278,(0;000),0.0
72,4.0,K2CoS2,ICSD,67387,1.0,10.0,94.0,1.0,0.0,0.002,0.162,(0;000),0.0
72,4.0,Cs2CoSe2,ICSD,67392,1.0,10.0,94.0,1.0,0.0,0.0,0.185,(0;000),0.0
72,4.0,Cs2CoS2,ICSD,67389,1.0,10.0,94.0,1.0,0.0,0.0,0.195,(0;000),0.0
72,4.0,Ba2Cu3P4,ICSD,69494,1.0,18.0,146.0,2.0,0.0,0.0,0.818,(0;110),0.0
74,2.0,CsNiPdF5,ICSD,74288,1.0,16.0,144.0,3.0,0.0,0.002,0.251,(0;111),0.0
74,2.0,CaZn2,ICSD,418971,1.0,6.0,68.0,3.0,0.0,0.009,0.557,(0;111),0.0
74,4.0,RbHg2,ICSD,408698,1.0,6.0,66.0,3.0,0.0,0.0,0.587,(1;110),0.0
74,4.0,Tl(CuO)2,ICSD,36535,1.0,10.0,94.0,3.0,0.0,0.004,0.531,(1;101),0.0
74,4.0,CsHg2,ICSD,408695,1.0,6.0,66.0,3.0,0.0,0.0,0.434,(0;011),0.0
74,4.0,CuAsF7,ICSD,413972,1.0,18.0,130.0,3.0,0.0,0.003,0.094,(1;110),0.0
79,3.0,Tl(ZnSb)2,ICSD,76499,0.0,10.0,94.0,3.0,0.0,0.005,0.747,,0.0
82,2.0,Zr3Te,ICSD,81539,0.0,16.0,72.0,3.0,0.0,0.005,0.568,,0.0
82,2.0,InPS4,ICSD,23612,0.0,6.0,42.0,1.0,0.0,0.012,0.255,(0;001),1.0
82,2.0,Fe3P,ICSD,43365,0.0,16.0,116.0,3.0,0.0,0.013,1.0,,0.0
85,2.0,AsCl2F3,ICSD,33884,1.0,24.0,160.0,1.0,3.3147,3.34,0.0,(0;000),0.0
85,4.0,VMoO5,ICSD,27315,1.0,14.0,114.0,3.0,0.0,0.0,0.454,(1;001),0.0
85,4.0,MoPO5,ICSD,36095,1.0,14.0,98.0,3.0,0.0,0.0,0.503,(1;001),0.0
87,1.0,Zr5Te4,ICSD,409337,1.0,9.0,84.0,3.0,0.0,0.002,0.686,(1;111),0.0
87,1.0,Ti5Se4,ICSD,55075,1.0,9.0,84.0,3.0,0.0,0.004,0.585,(1;111),0.0
87,1.0,Mo5As4,ICSD,43186,1.0,9.0,90.0,3.0,0.0,0.006,0.602,(1;000),0.0
87,1.0,Ba(Cu2As)4,ICSD,66017,1.0,13.0,118.0,3.0,0.0,0.002,0.977,(1;111),0.0
87,3.0,VO2,ICSD,51214,1.0,12.0,100.0,3.0,0.0,0.002,0.925,(0;000),0.0
87,3.0,Ba9In4,ICSD,421410,1.0,13.0,142.0,1.0,0.0,0.002,0.722,(1;000),0.0
87,3.0,Ba(FeS2)2,ICSD,23081,1.0,7.0,50.0,1.0,0.0,0.002,0.245,(0;111),0.0
87,3.0,Ba(Cu2P)4,ICSD,66016,1.0,13.0,118.0,3.0,0.0,0.005,0.981,(1;111),0.0
88,4.0,Y(PdO2)2,ICSD,78846,1.0,14.0,142.0,3.0,0.0,0.0,0.696,(1;111),0.0
92,3.0,NaFeO2,ICSD,33775,0.0,16.0,116.0,3.0,0.0,0.003,0.434,,0.0
92,4.0,Rb3NiO2,ICSD,424580,0.0,24.0,196.0,3.0,0.0,0.0,0.752,,0.0
97,3.0,Ta2Se8I,ICSD,35190,0.0,22.0,162.0,1.0,0.0,0.009,0.105,,0.0
99,3.0,CoBiO3,ICSD,247466,0.0,5.0,50.0,2.0,0.0,0.014,0.494,(1;000),1.0
99,3.0,BaYFeCuO5,ICSD,71355,0.0,9.0,70.0,3.0,0.0,0.001,0.784,,0.0
107,3.0,BaNiSn3,ICSD,58662,0.0,5.0,62.0,3.0,0.0,0.004,0.383,(0;110),1.0
107,3.0,BaGe3Pd,ICSD,174261,0.0,5.0,32.0,3.0,0.0,0.018,0.403,(1;111),1.0
113,4.0,Ta,ICSD,54206,0.0,22.0,286.0,3.0,0.0,0.0,0.85,,0.0
113,4.0,NaSn5,ICSD,408045,0.0,12.0,158.0,3.0,0.0,0.0,0.851,,0.0
121,1.0,Cu3SbSe4,ICSD,400652,0.0,8.0,62.0,3.0,0.0,0.005,0.232,(1;000),1.0
121,1.0,Cu3SbS4,ICSD,2857,0.0,8.0,62.0,3.0,0.0,0.038,0.105,(1;000),1.0
121,1.0,Cu2HgGeSe4,ICSD,152761,0.0,8.0,62.0,3.0,0.0,0.007,0.007,(1;000),1.0
122,1.0,Rb2O3,ICSD,248539,0.0,20.0,144.0,1.0,0.0,0.003,0.093,(0;000),1.0
122,1.0,InCuSe2,ICSD,154405,0.0,8.0,72.0,3.0,0.0,0.018,0.011,(1;000),1.0
123,1.0,Ba2YTlCu2O7,ICSD,74163,1.0,13.0,108.0,2.0,0.0,0.009,0.963,(0;110),0.0
123,1.0,RbZn4As3,ICSD,262038,1.0,8.0,72.0,2.0,0.0,0.021,0.003,(0;001),0.0
123,1.0,CsZn4As3,ICSD,262030,1.0,8.0,72.0,2.0,0.0,0.04,0.073,(0;001),0.0
123,2.0,Sr2YTlCu2O7,ICSD,74164,1.0,13.0,108.0,3.0,0.0,0.012,0.953,(1;111),0.0
123,2.0,BaTi2As2O,ICSD,169074,1.0,6.0,50.0,2.0,0.0,0.008,0.589,(1;001),0.0
123,3.0,SrNb4O6,ICSD,79355,1.0,22.0,196.0,3.0,0.0,0.003,0.92,(1;001),0.0
123,3.0,In2Pd8Se,ICSD,290932,1.0,11.0,176.0,3.0,0.0,0.005,0.482,(1;111),0.0
123,3.0,KNb4O5F,ICSD,88880,1.0,11.0,98.0,3.0,0.0,0.004,0.604,(0;000),0.0
123,3.0,Ba(Cu3As)2,ICSD,79256,1.0,9.0,86.0,2.0,0.0,0.002,0.654,(1;001),0.0
123,3.0,InAsPd5,ICSD,193117,1.0,7.0,108.0,3.0,0.0,0.003,0.463,(1;000),0.0
124,4.0,TaTe4,ICSD,62049,1.0,10.0,74.0,3.0,0.0,0.0,0.594,(1;110),0.0
127,2.0,Li2Sn5,ICSD,26200,1.0,14.0,152.0,3.0,0.0,0.007,0.963,(0;000),0.0
127,2.0,Y2CdGe2,ICSD,424169,1.0,10.0,84.0,3.0,0.0,0.009,0.462,(1;000),0.0
127,2.0,AlPt3,ICSD,107439,1.0,8.0,66.0,3.0,0.0,0.0,0.715,(1;001),0.0
127,3.0,Sr3Hg2,ICSD,107371,1.0,10.0,108.0,1.0,0.0,0.024,0.727,(0;000),0.0
127,3.0,Hf2Ni2Sn,ICSD,107096,1.0,10.0,116.0,3.0,0.0,0.001,0.879,(0;001),0.0
127,3.0,Y2MgCu2,ICSD,411711,1.0,10.0,108.0,3.0,0.0,0.005,0.738,(0;000),0.0
127,3.0,Sc2GaB2Rh5,ICSD,51438,1.0,20.0,252.0,3.0,0.0,0.001,0.399,(0;000),0.0
127,4.0,Na(Mo2O3)2,ICSD,40962,1.0,22.0,202.0,3.0,0.0,0.0,0.993,(1;111),0.0
127,4.0,Li(SiRh)2,ICSD,420085,1.0,10.0,90.0,3.0,0.0,0.0,0.994,(1;001),0.0
127,4.0,K(Mo2O3)2,ICSD,68533,1.0,22.0,202.0,3.0,0.0,0.0,0.986,(0;001),0.0
127,4.0,Ti2In5,ICSD,401730,1.0,14.0,178.0,3.0,0.0,0.0,0.899,(1;000),0.0
127,4.0,YIn2Ni9,ICSD,192651,1.0,24.0,254.0,3.0,0.0,0.0,0.798,(1;110),0.0
127,4.0,Zr2InNi2,ICSD,107372,1.0,10.0,82.0,3.0,0.0,0.0,0.98,(1;110),0.0
127,4.0,Sc2InNi2,ICSD,107333,1.0,10.0,110.0,3.0,0.0,0.0,0.861,(1;000),0.0
127,4.0,Hf2In5,ICSD,404531,1.0,14.0,178.0,3.0,0.0,0.0,0.923,(1;000),0.0
127,4.0,RbFeF4,ICSD,85499,1.0,12.0,90.0,2.0,0.0,0.0,0.764,(0;000),0.0
127,4.0,KCuF3,ICSD,21110,1.0,10.0,82.0,3.0,0.0,0.0,0.837,(0;001),0.0
127,4.0,Zr2InCo2,ICSD,107331,1.0,10.0,110.0,3.0,0.0,0.0,0.865,(1;000),0.0
127,4.0,CaCd2Cu9,ICSD,424134,1.0,24.0,266.0,3.0,0.0,0.0,0.906,(0;111),0.0
127,4.0,Y(BC)2,ICSD,427155,1.0,10.0,50.0,3.0,0.0,0.0,0.546,(0;000),0.0
127,4.0,Ta3B2Ru5,ICSD,427424,1.0,20.0,250.0,3.0,0.0,0.0,0.989,(0;111),0.0
127,4.0,Nb3B2Ru5,ICSD,423469,1.0,20.0,250.0,3.0,0.0,0.0,0.993,(0;111),0.0
127,4.0,Mg2SiB2Ir5,ICSD,69487,1.0,20.0,230.0,3.0,0.0,0.0,0.986,(0;111),0.0
127,4.0,Mg2GeB2Rh5,ICSD,51432,1.0,20.0,230.0,3.0,0.0,0.0,0.993,(0;000),0.0
127,4.0,Sc2FeB2Rh5,ICSD,51437,1.0,20.0,242.0,3.0,0.0,0.0,0.804,(0;110),0.0
127,4.0,Sc2CrB2Rh5,ICSD,51435,1.0,20.0,254.0,3.0,0.0,0.0,0.968,(0;110),0.0
128,1.0,Nb2B2Os,ICSD,425655,1.0,20.0,192.0,3.0,0.0,0.005,0.534,(0;000),0.0
128,3.0,Ta2B2Os,ICSD,429117,1.0,20.0,192.0,3.0,0.0,0.006,0.527,(0;000),0.0
128,4.0,K2NbCl6,ICSD,245749,1.0,18.0,146.0,1.0,0.0,0.0,0.921,(0;000),0.0
129,1.0,ZrSnTe,ICSD,80190,1.0,6.0,48.0,3.0,0.0,0.016,0.042,(0;001),0.0
129,1.0,Sr(SbPd)2,ICSD,61194,1.0,10.0,112.0,3.0,0.0,0.011,0.794,(0;000),0.0
129,1.0,ZrSiO,ICSD,25731,1.0,6.0,28.0,2.0,0.0,0.041,0.027,(0;001),0.0
